title,views,comments,links,year,make,model,commentscount,viewscount
Do you think that a Volvo S80 or S60 could go for over a million miles?,3.8K views,6 comments,https://forums.edmunds.com/discussion/9475/volvo/s60/do-you-think-that-a-volvo-s80-or-s60-could-go-for-over-a-million-miles,Do,you,think,6,3800
Volvo V50 Prices Paid and Buying Experience,51 views,3 comments,https://forums.edmunds.com/discussion/9736/volvo/v50/volvo-v50-prices-paid-and-buying-experience,Volvo,V50,Prices,3,51
Toyota Prius vs VW Golf TDI,8.4K views,780 comments,https://forums.edmunds.com/discussion/10075/toyota/prius/toyota-prius-vs-vw-golf-tdi,Toyota,Prius,vs,780,8400
Neon SRT-4 or Turbo Civic Si?,1.7K views,9 comments,https://forums.edmunds.com/discussion/10373/honda/civic/neon-srt-4-or-turbo-civic-si,Neon,SRT-4,or,9,1700
2009 Volkswagen Jetta,1.1K views,41 comments,https://forums.edmunds.com/discussion/10407/volkswagen/jetta/2009-volkswagen-jetta,2009,Volkswagen,Jetta,41,1100
Pontiac G8 Prices Paid and Buying Experience,691 views,155 comments,https://forums.edmunds.com/discussion/10448/pontiac/g8/pontiac-g8-prices-paid-and-buying-experience,Pontiac,G8,Prices,155,691
2010 Acura RDX,5.1K views,50 comments,https://forums.edmunds.com/discussion/11166/acura/rdx/2010-acura-rdx,2010,Acura,RDX,50,5100
2008 Jaguar XJ Super 8 depreciation chart,231 views,6 comments,https://forums.edmunds.com/discussion/11289/jaguar/xj-series/2008-jaguar-xj-super-8-depreciation-chart,2008,Jaguar,XJ,6,231
What used diesel truck to buy,121 views,3 comments,https://forums.edmunds.com/discussion/11374/ford/f-350-super-duty/what-used-diesel-truck-to-buy,What,used,diesel,3,121
Elantra Touring vs. Subaru Impreza 2.5i 5-door,361 views,7 comments,https://forums.edmunds.com/discussion/11611/hyundai/elantra/elantra-touring-vs-subaru-impreza-2-5i-5-door,Elantra,Touring,vs.,7,361
Lincoln MKT Prices Paid and Buying Experience,91 views,2 comments,https://forums.edmunds.com/discussion/11634/lincoln/mkt/lincoln-mkt-prices-paid-and-buying-experience,Lincoln,MKT,Prices,2,91
Help with Purchase - BMW 328 ix or A4 2.0,71 views,3 comments,https://forums.edmunds.com/discussion/11740/audi/a4/help-with-purchase-bmw-328-ix-or-a4-2-0,Help,with,Purchase,3,71
Noise and Quality of Ride of M35,2.9K views,22 comments,https://forums.edmunds.com/discussion/12034/infiniti/m35/noise-and-quality-of-ride-of-m35,Noise,and,Quality,22,2900
Reliability and cost to own of E350,30.2K views,10 comments,https://forums.edmunds.com/discussion/12035/mercedes-benz/e-class/reliability-and-cost-to-own-of-e350,Reliability,and,cost,10,30200
"Were you wrongly denied your CARS (i.e., Cash for Clunkers) rebate?",41 views,29 comments,https://forums.edmunds.com/discussion/12055/general/x/were-you-wrongly-denied-your-cars-i-e-cash-for-clunkers-rebate,Were,you,wrongly,29,41
Kia Borrego Prices Paid and Buying Experience,141 views,31 comments,https://forums.edmunds.com/discussion/12145/kia/borrego/kia-borrego-prices-paid-and-buying-experience,Kia,Borrego,Prices,31,141
Used Blazer Good or Bad?,4.9K views,8 comments,https://forums.edmunds.com/discussion/12304/chevrolet/blazer/used-blazer-good-or-bad,Used,Blazer,Good,8,4900
Volkswagen GTI: Reliability Experiences,3.7K views,21 comments,https://forums.edmunds.com/discussion/12493/volkswagen/gti/volkswagen-gti-reliability-experiences,Volkswagen,GTI:,Reliability,21,3700
2005 325ci coupe or 2006 325i sedan?,141 views,4 comments,https://forums.edmunds.com/discussion/12586/bmw/3-series/2005-325ci-coupe-or-2006-325i-sedan,2005,325ci,coupe,4,141
Should I get a Denali?,11 views,2 comments,https://forums.edmunds.com/discussion/12670/gmc/yukon/should-i-get-a-denali,Should,I,get,2,11
Sales Office Ambiance and Decor-Does it help make the sale?,1.5K views,15 comments,https://forums.edmunds.com/discussion/12762/general/x/sales-office-ambiance-and-decor-does-it-help-make-the-sale,Sales,Office,Ambiance,15,1500
2010 Honda Pilot Touring vs 2010 Hyundai Santa Fe Limited,201 views,5 comments,https://forums.edmunds.com/discussion/12793/honda/pilot/2010-honda-pilot-touring-vs-2010-hyundai-santa-fe-limited,2010,Honda,Pilot,5,201
Rewritten Contracts/Backdating. Need HELP......,493 views,2 comments,https://forums.edmunds.com/discussion/12833/mitsubishi/lancer/rewritten-contracts-backdating-need-help,Rewritten,Contracts/Backdating.,Need,2,493
Leaning towards the CR-V but ...,21 views,5 comments,https://forums.edmunds.com/discussion/12892/honda/cr-v/leaning-towards-the-cr-v-but,Leaning,towards,the,5,21
Legacy vs. Suzuki Kizashi,351 views,40 comments,https://forums.edmunds.com/discussion/12896/subaru/legacy/legacy-vs-suzuki-kizashi,Legacy,vs.,Suzuki,40,351
Family is expanding,21 views,2 comments,https://forums.edmunds.com/discussion/12929/chevrolet/trailblazer/family-is-expanding,Family,is,expanding,2,21
New 2010 Subaru Outback or Used 2007 Lexus RX350,41 views,1 comment,https://forums.edmunds.com/discussion/12944/subaru/legacy/new-2010-subaru-outback-or-used-2007-lexus-rx350,New,2010,Subaru,1,41
Altima 3.5SR sold without options?,162 views,5 comments,https://forums.edmunds.com/discussion/12947/nissan/altima/altima-3-5sr-sold-without-options,Altima,3.5SR,sold,5,162
XC60 vs. Acura RDX,621 views,5 comments,https://forums.edmunds.com/discussion/12981/acura/rdx/xc60-vs-acura-rdx,XC60,vs.,Acura,5,621
2006 TL Nav Package with 70k?,191 views,5 comments,https://forums.edmunds.com/discussion/13043/acura/tl/2006-tl-nav-package-with-70k,2006,TL,Nav,5,191
Mazda5 NAV System Questions,381 views,18 comments,https://forums.edmunds.com/discussion/15752/mazda/mazda5/mazda5-nav-system-questions,Mazda5,NAV,System,18,381
Honda Civic vs. Hyundai Elantra,14.7K views,1.6K comments,https://forums.edmunds.com/discussion/1236/honda/civic/honda-civic-vs-hyundai-elantra,Honda,Civic,vs.,1600,14700
Nissan Maxima vs. Honda Accord,13.7K views,528 comments,https://forums.edmunds.com/discussion/1574/honda/accord/nissan-maxima-vs-honda-accord,Nissan,Maxima,vs.,528,13700
How Do I Calculate Monthly Lease Payments?,2.4K views,195 comments,https://forums.edmunds.com/discussion/2105/general/x/how-do-i-calculate-monthly-lease-payments,How,Do,I,195,2400
Prius Vs Camry,4.4K views,46 comments,https://forums.edmunds.com/discussion/4637/toyota/camry/prius-vs-camry,Prius,Vs,Camry,46,4400
Subaru Outback vs. Toyota 4Runner,9.9K views,46 comments,https://forums.edmunds.com/discussion/4822/subaru/xt/subaru-outback-vs-toyota-4runner,Subaru,Outback,vs.,46,9900
Toyota FJ Cruiser Lease Questions,1.5K views,61 comments,https://forums.edmunds.com/discussion/5050/toyota/fj-cruiser/toyota-fj-cruiser-lease-questions,Toyota,FJ,Cruiser,61,1500
Lexus GS 450h Prices Paid and Buying Experience,651 views,65 comments,https://forums.edmunds.com/discussion/5060/lexus/gs-450h/lexus-gs-450h-prices-paid-and-buying-experience,Lexus,GS,450h,65,651
Hyundai Entourage Prices Paid and Buying Experience,802 views,174 comments,https://forums.edmunds.com/discussion/5867/hyundai/entourage/hyundai-entourage-prices-paid-and-buying-experience,Hyundai,Entourage,Prices,174,802
New Vehicle Financing - What Rate Can I Get?,661 views,22 comments,https://forums.edmunds.com/discussion/6016/general/x/new-vehicle-financing-what-rate-can-i-get,New,Vehicle,Financing,22,661
Leftover 2005 Bonnevilles,61 views,5 comments,https://forums.edmunds.com/discussion/6112/pontiac/bonneville/leftover-2005-bonnevilles,Leftover,2005,Bonnevilles,5,61
Chevrolet Corvette C5 vs. C6,12.2K views,26 comments,https://forums.edmunds.com/discussion/6380/chevrolet/corvette/chevrolet-corvette-c5-vs-c6,Chevrolet,Corvette,C5,26,12200
Infiniti FX or Acura MDX,4.3K views,10 comments,https://forums.edmunds.com/discussion/8399/acura/mdx/infiniti-fx-or-acura-mdx,Infiniti,FX,or,10,4300
"Buying a Vehicle with Cash, Check or Credit Card",863 views,153 comments,https://forums.edmunds.com/discussion/8598/general/x/buying-a-vehicle-with-cash-check-or-credit-card,Buying,a,Vehicle,153,863
BMW 335i Sedan vs Coupe,2K views,16 comments,https://forums.edmunds.com/discussion/8883/bmw/3-series/bmw-335i-sedan-vs-coupe,BMW,335i,Sedan,16,200
FJ Cruiser Manual or Auto?,7K views,15 comments,https://forums.edmunds.com/discussion/9201/toyota/fj-cruiser/fj-cruiser-manual-or-auto,FJ,Cruiser,Manual,15,700
Should I buy a used Cadillac DeVille?,4.8K views,12 comments,https://forums.edmunds.com/discussion/9334/cadillac/deville/should-i-buy-a-used-cadillac-deville,Should,I,buy,12,4800
2009 Acura TSX,1.1K views,364 comments,https://forums.edmunds.com/discussion/9429/acura/tsx/2009-acura-tsx,2009,Acura,TSX,364,1100
Should I buy a used Pontiac Montana?,5.1K views,4 comments,https://forums.edmunds.com/discussion/9448/pontiac/montana/should-i-buy-a-used-pontiac-montana,Should,I,buy,4,5100
Buying an Older VW Passat,1.7K views,24 comments,https://forums.edmunds.com/discussion/10284/volkswagen/passat/buying-an-older-vw-passat,Buying,an,Older,24,1700
2006 Chrysler Town &amp; Country Should I Buy One,131 views,8 comments,https://forums.edmunds.com/discussion/10379/chrysler/town-and-country/2006-chrysler-town-amp-country-should-i-buy-one,2006,Chrysler,Town,8,131
Top Ten Resale Values -- What's Their Secret?,391 views,57 comments,https://forums.edmunds.com/discussion/10446/mini/cooper/top-ten-resale-values-whats-their-secret,Top,Ten,Resale,57,391
2009 Chevrolet Cobalt,121 views,11 comments,https://forums.edmunds.com/discussion/10766/chevrolet/cobalt/2009-chevrolet-cobalt,2009,Chevrolet,Cobalt,11,121
Retail and invoice prices of 2010 Hyundai Genesis Coupe,142 views,18 comments,https://forums.edmunds.com/discussion/11230/hyundai/genesis/retail-and-invoice-prices-of-2010-hyundai-genesis-coupe,Retail,and,invoice,18,142
Buying a Used Toyota Highlander,972 views,13 comments,https://forums.edmunds.com/discussion/11301/toyota/highlander/buying-a-used-toyota-highlander,Buying,a,Used,13,972
What is the future of GMC?,61 views,7 comments,https://forums.edmunds.com/discussion/11619/gmc/acadia/what-is-the-future-of-gmc,What,is,the,7,61
2009 WRX Negotiating question,21 views,14 comments,https://forums.edmunds.com/discussion/11869/subaru/impreza/2009-wrx-negotiating-question,2009,WRX,Negotiating,14,21
2010 Subaru Outback supply,141 views,53 comments,https://forums.edmunds.com/discussion/12201/subaru/outback/2010-subaru-outback-supply,2010,Subaru,Outback,53,141
Edmunds - Top 10 Dead or Dying Models,291 views,24 comments,https://forums.edmunds.com/discussion/12299/audi/r8/edmunds-top-10-dead-or-dying-models,Edmunds,-,Top,24,291
Subaru Forester VS Toyota RAV4,1.5K views,6 comments,https://forums.edmunds.com/discussion/12410/subaru/forester/subaru-forester-vs-toyota-rav4,Subaru,Forester,VS,6,1500
NEW 2010 328i xDrive vs. USED 2007 525xi,71 views,3 comments,https://forums.edmunds.com/discussion/12448/bmw/3-series/new-2010-328i-xdrive-vs-used-2007-525xi,NEW,2010,328i,3,71
When is it time to get rid of an old car?,2.2K views,32 comments,https://forums.edmunds.com/discussion/12465/general/x/when-is-it-time-to-get-rid-of-an-old-car,When,is,it,32,2200
How much is this 1990 Legacy worth?,61 views,7 comments,https://forums.edmunds.com/discussion/12477/subaru/legacy/how-much-is-this-1990-legacy-worth,How,much,is,7,61
Would you recommend buying a 04 Sienna with power sliding doors (75k miles),82 views,6 comments,https://forums.edmunds.com/discussion/12490/toyota/sienna/would-you-recommend-buying-a-04-sienna-with-power-sliding-doors-75k-miles,Would,you,recommend,6,82
Nissan Murano vs. Mercedes ML,364 views,7 comments,https://forums.edmunds.com/discussion/12508/nissan/murano/nissan-murano-vs-mercedes-ml,Nissan,Murano,vs.,7,364
Vehicle priorities. Safety? Comfort? Or Entertainment?,41 views,15 comments,https://forums.edmunds.com/discussion/12510/general/x/vehicle-priorities-safety-comfort-or-entertainment,Vehicle,priorities.,Safety?,15,41
Used 2009 Nissan Pathfinders,241 views,3 comments,https://forums.edmunds.com/discussion/12603/nissan/pathfinder/used-2009-nissan-pathfinders,Used,2009,Nissan,3,241
2010 4Runner Special Order Discussion,91 views,22 comments,https://forums.edmunds.com/discussion/12666/toyota/4runner/2010-4runner-special-order-discussion,2010,4Runner,Special,22,91
Ford Explorer 4WD v 2WD Ride Quality,274 views,2 comments,https://forums.edmunds.com/discussion/12760/ford/explorer/ford-explorer-4wd-v-2wd-ride-quality,Ford,Explorer,4WD,2,274
Cadillac XLR vs. Mercedes-Benz SL,2K views,61 comments,https://forums.edmunds.com/discussion/15912/mercedes-benz/x/cadillac-xlr-vs-mercedes-benz-sl,Cadillac,XLR,vs.,61,200
Dodge Charger vs. Chevrolet Impala,2.9K views,22 comments,https://forums.edmunds.com/discussion/16170/chevrolet/impala/dodge-charger-vs-chevrolet-impala,Dodge,Charger,vs.,22,2900
Subaru Impreza Outback Sport &amp; TS,5.1K views,3.1K comments,https://forums.edmunds.com/discussion/1193/subaru/impreza/subaru-impreza-outback-sport-amp-ts,Subaru,Impreza,Outback,3100,5100
Please help me decide between...,921 views,555 comments,https://forums.edmunds.com/discussion/3780/toyota/x/please-help-me-decide-between,Please,help,me,555,921
Warranties Backed by a Risk Retention Group,1.2K views,63 comments,https://forums.edmunds.com/discussion/3872/general/x/warranties-backed-by-a-risk-retention-group,Warranties,Backed,by,63,1200
Buick Lucerne Prices Paid and Buying Experience,801 views,62 comments,https://forums.edmunds.com/discussion/4886/buick/lucerne/buick-lucerne-prices-paid-and-buying-experience,Buick,Lucerne,Prices,62,801
Mazda CX-7 v Toyota RAV4 v Honda CR-V,7.1K views,44 comments,https://forums.edmunds.com/discussion/4937/honda/cr-v/mazda-cx-7-v-toyota-rav4-v-honda-cr-v,Mazda,CX-7,v,44,7100
2006 BMW X3 vs Acura RDX,3K views,323 comments,https://forums.edmunds.com/discussion/5702/acura/rdx/2006-bmw-x3-vs-acura-rdx,2006,BMW,X3,323,300
Acura TSX vs. Honda Civic Si Sedan,10.9K views,51 comments,https://forums.edmunds.com/discussion/6062/acura/tsx/acura-tsx-vs-honda-civic-si-sedan,Acura,TSX,vs.,51,10900
Buying used cars from out of state,1.1K views,113 comments,https://forums.edmunds.com/discussion/6144/general/x/buying-used-cars-from-out-of-state,Buying,used,cars,113,1100
2007 C230 Vs. 2006 325i vs. IS250,741 views,5 comments,https://forums.edmunds.com/discussion/6907/bmw/3-series/2007-c230-vs-2006-325i-vs-is250,2007,C230,Vs.,5,741
2007 Rabbit - Sold out - 2008 Rabbit - 170HP engine,271 views,28 comments,https://forums.edmunds.com/discussion/7263/volkswagen/rabbit/2007-rabbit-sold-out-2008-rabbit-170hp-engine,2007,Rabbit,-,28,271
Nissan Altima Sedan 2008-2009,721 views,166 comments,https://forums.edmunds.com/discussion/8078/nissan/altima/nissan-altima-sedan-2008-2009,Nissan,Altima,Sedan,166,721
H3 Alpha,71 views,9 comments,https://forums.edmunds.com/discussion/8125/hummer/h3/h3-alpha,H3,Alpha,,9,71
Do Not Compare Cavalier with Cobalt,5.3K views,27 comments,https://forums.edmunds.com/discussion/8871/chevrolet/cobalt/do-not-compare-cavalier-with-cobalt,Do,Not,Compare,27,5300
Acura MDX Sport vs Tech. Opinions on Handling,5.8K views,35 comments,https://forums.edmunds.com/discussion/9024/acura/mdx/acura-mdx-sport-vs-tech-opinions-on-handling,Acura,MDX,Sport,35,5800
Are there any problems with the 08 Odysseys?,3.9K views,57 comments,https://forums.edmunds.com/discussion/9291/honda/odyssey/are-there-any-problems-with-the-08-odysseys,Are,there,any,57,3900
2006 STS V8 AWD Reliability,81 views,3 comments,https://forums.edmunds.com/discussion/9359/cadillac/sts/2006-sts-v8-awd-reliability,2006,STS,V8,3,81
Mazda CX-9 and CX-7 - best of both worlds!,991 views,9 comments,https://forums.edmunds.com/discussion/9438/mazda/cx-7/mazda-cx-9-and-cx-7-best-of-both-worlds,Mazda,CX-9,and,9,991
2006-2009 SE 6 cylinder Sonata Power!,71 views,18 comments,https://forums.edmunds.com/discussion/9845/hyundai/sonata/2006-2009-se-6-cylinder-sonata-power,2006-2009,SE,6,18,71
Ford Focus Tire and Wheel Questions,301 views,5 comments,https://forums.edmunds.com/discussion/10186/ford/focus/ford-focus-tire-and-wheel-questions,Ford,Focus,Tire,5,301
2008 Edge Nightmare,181 views,11 comments,https://forums.edmunds.com/discussion/10541/ford/edge/2008-edge-nightmare,2008,Edge,Nightmare,11,181
Subaru Tribeca High Pitched Noise 08 and 09 Models,731 views,4 comments,https://forums.edmunds.com/discussion/10749/subaru/b9-tribeca/subaru-tribeca-high-pitched-noise-08-and-09-models,Subaru,Tribeca,High,4,731
2010 Sienna,51 views,28 comments,https://forums.edmunds.com/discussion/11326/toyota/sienna/2010-sienna,2010,Sienna,,28,51
Volkswagen Jetta Wolfsburg,1.6K views,63 comments,https://forums.edmunds.com/discussion/11341/volkswagen/jetta/volkswagen-jetta-wolfsburg,Volkswagen,Jetta,Wolfsburg,63,1600
2006 BMW X3 vs. 2009 Subaru Forester,1.4K views,17 comments,https://forums.edmunds.com/discussion/11772/bmw/x3/2006-bmw-x3-vs-2009-subaru-forester,2006,BMW,X3,17,1400
What questions should ask before buying a used JGC?,303 views,5 comments,https://forums.edmunds.com/discussion/11900/jeep/grand-cherokee/what-questions-should-ask-before-buying-a-used-jgc,What,questions,should,5,303
"All-weather package, cheapest way to get with a new Outback/Wagon",61 views,2 comments,https://forums.edmunds.com/discussion/12132/subaru/legacy/all-weather-package-cheapest-way-to-get-with-a-new-outback-wagon,All-weather,"package,",cheapest,2,61
Kia Borrego Prices Paid &amp; Buying Experience,1 view,5 comments,https://forums.edmunds.com/discussion/12136/kia/borrego/kia-borrego-prices-paid-amp-buying-experience,Kia,Borrego,Prices,5,1
Need 2 new cars - please help,61 views,15 comments,https://forums.edmunds.com/discussion/12162/honda/fit/need-2-new-cars-please-help,Need,2,new,15,61
Help! Is the 2005 Liberty CRD reliable?,291 views,2 comments,https://forums.edmunds.com/discussion/12188/jeep/liberty/help-is-the-2005-liberty-crd-reliable,Help!,Is,the,2,291
2010Toyota Land Cruiser v6 vs Toyota Sequoia,151 views,2 comments,https://forums.edmunds.com/discussion/12227/toyota/sequoia/2010toyota-land-cruiser-v6-vs-toyota-sequoia,2010Toyota,Land,Cruiser,2,151
Mid life crisis CAR,11 views,2 comments,https://forums.edmunds.com/discussion/12232/ford/mustang/mid-life-crisis-car,Mid,life,crisis,2,11
